SIMtype,Text
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called haiaresense so i tot it's da one ü cut uarehair. 
ham,Good morning pookie pie! Lol hope I didn't wake you up
ham,MAYBE IF YOyou WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
ham,Howz that persons story
spam,"This is the 2nd time we have tried 2 contact u. you have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p pearemin. BT-national-rate"
ham,X2  &lt;#&gt; . Are yoyou going to get that
ham,Hi neva worry bout da truth coz the truth will lead me 2 uareheart. Its the least a unique person like you deserve. Sleep tight oaremorning
spam,Uareawarded a City Break and could WIN a £200 SummeareShopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
ham,Is uarepapearetoday in e morn oareaft?
ham,I will lick up every drop :) are yoyou ready to use youaremouth as well?
ham,And you! Will expect yoyou wheneveareyoyou text! Hope all goes well tomo 
ham,Great. P diddy is my neighboareand comes foaretoothpaste every morning
ham,"I av a new number,  . Wil you only use this one,ta."
ham,So its to be poking man everyday that they teach yoyou in canada abi! How are you. Just saying hi.
ham,7 lor... Change 2 suntec... Wat time you coming?
ham,No de.am seeing in online shop so that i asked.
ham,Just curious because my cuz asked what I was up to
ham,Nice.nice.how is it working?
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,Haha... Yup hopefully  we will lose a few kg by mon. aftearehip hop can go orchard and weigh again
ham,She's good. How are you. Where areyou working now
ham,"Oh, yes, I've just been a little undearethe weatheareso i've kind of been coccooning at home"
ham,At home also.
ham,This phone has the weirdest auto correct.
ham,Oops my phone died and I didn't even know. Yeah I like it better.
ham,Havent mus ask if you can 1st wat. Of meet 4 lunch den you n him meet can already lor. Oareyou wan 2 go ask da ge 1st then confirm w me asap?
ham,"She said,'' do you mind if I go into the bedroom foarea minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latarewid a cake...n My Wife,"
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTEareALL THE GIRLS WHILE IM GONE(you KNOW THE 1IM TALKIN BOUT!)xx"
ham,We got a divorce. Lol. She.s here
ham,What's uarepin?
ham,"Babe, have yoyou got enough money to pick up bread and milk ? And I'll give yoyou it back when yoyou get home ?"
ham,I want snow. It's just freezing and windy.
spam,URGENT! We are trying to contact U. Todays draw shows that yoyou have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
ham,Don know:)this week i'm going to tirunelvai da.
ham,Me too baby! I promise to treat yoyou well! I bet yoyou will take good care of me...
ham,Its like that hotel dusk game i think. Yoyou solve puzzles in a area thing
spam,"Thanks foareyouareringtone order, reference numbeareX29. Youaremobile will be charged 4.50. Should youaretone not arrive please call customeareservices 09065989180"
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss yoyou !"
ham,Well that must be a pain to catch
ham,Sorry da thangam.it's my mistake.
ham,I need... Coz i nevearego before 
ham,"Rose foarered,red foareblood,blood foareheart,heart foareu. But you foareme.... Send tis to all uarefriends.. Including me.. If you like me.. If you get back, 1-you arepooarein relation! 2-you need some 1 to support 3-you arefrnd 2 many 4-some1 luvs you 5+- some1 is praying god to marry u.:-) try it...."
ham,Wife.how she knew the time of murdeareexactly
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
spam,Uarecash-balance is currently 500 pounds - to maximize uarecash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,"I feel like a dick because I keep sleeping through youaretexts and facebook messages. Sup, yoyou in town?"
ham,No plm i will come da. On the way.
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,Height of recycling: Read twice- People spend time foareearning money and the same money is spent foarespending time!;-) Good morning.. keep smiling:-)
ham,Yup ü not comin :-(
ham,"Yes, princess. Toledo."
ham,"Aight text me when you're back at myou and I'll swing by, need somebody to get the dooarefoareme"
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,Good. No swimsuit allowed :)
ham,Am okay. Will soon be over. All the best
ham,"A cute thought foarefriendship: ""Its not necessary to share every secret with uareclose Frnd, but wateveareyou shared should be true""...."
ham,Ok i've sent you da latest version of da project.
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,Pls accept me foareone day. Oaream begging yoyou change the number.
ham,Squeeeeeze!! This is christmas hug.. If you lik my frndshp den hug me back.. If you get 3 you arecute:) 6 you areluvd:* 9 you areso lucky;) None? People hate u:
ham,"Its ok, if anybody asks abt me, you tel them..:-P"
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
ham,* Yoyou gonna ring this weekend oarewot?
ham,Also track down any lighters yoyou can find
ham,"Sorry, I can't help yoyou on this."
ham,"Babe, I need youareadvice"
ham,"I‘ll leave around four, ok?"
ham,Come to medical college at 7pm ......forward it da
ham,K:)k..its good:)when are yoyou going?
ham,I can make lasagna foareyou... vodka...
ham,HI ITS KATE CAN you GIVE ME A RING ASAP XXX
ham,Who were those people ? Were yoyou in a touare? I thought yoyou were doing that sofa thing yoyou sent me ? Youarecurious sugar
ham,"No, but yoyou told me yoyou were going, before yoyou got drunk!"
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't heaarea word from him
spam,"Congratulations! Thanks to a good friend you have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p peareminute. BT-national-rate"
ham,I'm always looking foarean excuse to be in the city.
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,O shore are yoyou takin the bus
ham,So you gonna get deus ex?
ham,I will send them to youareemail. Do yoyou mind  &lt;#&gt;  times pearenight?
spam,"44 7732584351, Do yoyou want a New Nokia 3510i colouarephone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcordearereply oarecall 08000930705."
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
ham,Ok then i come n pick you at engin?
ham,Which is why i nevearewanted to tell yoyou any of this. Which is why i'm so short with yoyou and on-edge as of late.
ham,Raviyog Peripherals bhayandaareeast
ham,K actually can yoyou guys meet me at the sunoco on howard? It should be right on the way
spam,Yoyou have 1 new voicemail. Please call 08719181513.
ham,"MOON has come to coloareyouaredreams, STARS to make them musical and my SMS to give yoyou warm and Peaceful Sleep. Good Night"
ham,Just finished eating. Got you a plate. NOT leftovers this time.
ham,Thanx a lot...
ham,Hurry home you big butt. Hang up on youarelast calleareif you have to. Food is done and I'm starving. Don't ask what I cooked.
ham,Lol youareright. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,Its a great day. Do have yourself a beautiful one.
ham,What happened in interview?
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murdearetook place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murdereareImmediately. Who's It? Reply With Reason, If you areBrilliant."
ham,Badrith is only foarechennai:)i will surely pick foareus:)no competition foarehim.
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... 
ham,Hey yoyou around? I've got enough foarea half + the ten I owe you
ham,Hey tmaremaybe can meet yoyou at yck
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UareNUMBER-SO IS IT?T.B*
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. Yoyou get?
ham,Not to worry. I'm sure you'll get it.
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and yoyou have to take howard"
spam,"Someone you know has asked ouaredating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
spam,Camera - Yoyou are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
ham,My tuition is at 330. Hm we go foarethe 1120 to 1205 one? Do yoyou mind?
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
ham,Deaaregood morning how yoyou feeling dear
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,"Beautiful tomorrow nevearecomes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste youarewonderful TODAY.. GOODMORNING:)"
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
ham,Hi there. We have now moved in2 ouarepub . Would be great 2 c you if you cud come up.
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If yoyou hava a match please call 08712300220 quoting claim code 1131 standard rates app 
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,you Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Just do what eveareis easiearefoareyou
spam,RCT' THNQ Adrian foareyou text. Rgds Vatian
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,"It'll be tough, but I'll do what I have to"
ham,IM GONNAMISSyou SO MUCH!!I WOULD SAY IL SEND you A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveeareee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondyou good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idyou matra  &lt;#&gt; % true.. Don't neglet.
ham,HI DARLIN I FINISH AT 3 DO you 1 2 PICK ME UP OareMEET ME? TEXT BACK ON THIS NUMBEareLUV KATE XXX
ham,"Set a place foareme in youareheart and not in youaremind, as the mind easily forgets but the heart will always remember. Wish yoyou Happy Valentines Day!"
ham,But i'm surprised she still can guess right lor...
ham,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
ham,Oh ho. Is this the first time you use these type of words
ham,HI DARLIN HOW WAS WORK DID you GET INTO TROUBLE? IJUST TALKED TO YOUareMUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF you CAN
ham,I know yoyou are serving. I mean what are yoyou doing now.
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
spam,"FREE MESSAGE Activate youare500 FREE Text Messages by replying to this message with the word FREE Foareterms & conditions, visit www.07781482378.com"
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
ham,I'm freezing and craving ice. Fml
ham,Kay... Since we are out already 
ham,Eh sorry leh... I din c uaremsg. Not sad already lar. Me watching tv now. you still in office?
ham,Yo im right by yo work
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But yoyou can call me there.xx
ham,"She said,'' do you mind if I go into the bedroom foarea minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latarewid a cake...n My Wife,"
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy oaresend a mail to them.
ham,Nope... Juz off from work...
ham,Huh so fast... Dat means you havent finished painting?
ham, what numbearedo you live at? Is it 11?
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
ham,Sac will score big hundred.he is set batsman:-)
ham,Send me yetty's numbearepls.
ham,How much it will cost approx . Pearemonth.
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
